Source	Target	Weight
604	1361	1.0
1170	1171	0.9983879652292242
472	688	0.9979676108707656
385	2859	0.9928762013900594
1538	1540	0.992278446033524
2175	2238	0.9921644184550166
492	493	0.9909971317588504
2583	2912	0.987560783669445
2464	2535	0.986171622660414
1886	2503	0.9848036963846192
504	1312	0.9842144733643148
742	2928	0.9837439679876548
83	162	0.983343003606177
578	2908	0.9825082820376106
377	2374	0.9813942812319532
555	640	0.9803564445885944
2215	2216	0.977927759378996
130	140	0.9775369475522564
150	1498	0.977455044882171
1218	2259	0.97709607676947
159	884	0.9768825621280712
323	943	0.9757499156569835
589	2704	0.9757134887089066
1472	2464	0.9754449707516564
270	2328	0.9754224391201513
162	1886	0.9753699227322644
1138	2195	0.9753047210997364
2535	2742	0.9750019001009934
1787	1954	0.9749857226900934
2575	2751	0.9746391696377004
1012	2259	0.97422546808595
745	2602	0.9739807794959592
162	2503	0.9735450418384258
431	2259	0.9734883297926524
1218	1486	0.973486400353046
990	1046	0.9732582037117132
1065	1068	0.9729261761721988
83	1886	0.9728268731762822
882	1738	0.9724350902172356
463	1537	0.9722853949733536
452	1046	0.9722268457608502
1218	2288	0.9716576810072116
184	957	0.9712756385490764
401	1050	0.9709957374353404
1778	2303	0.9708867632626056
407	2333	0.9708363139320728
607	1046	0.9706789274879696
517	1188	0.9704961193056644
308	309	0.9702025056187236
302	376	0.9700926993568784
83	2503	0.9696185175348548
184	567	0.9696155862839994
159	2157	0.9694777544748204
1086	1537	0.96878165685852
278	1426	0.968499207360238
1046	1537	0.9682248494847168
1017	2353	0.9679523866036857
567	2288	0.9675445523571304
2175	2330	0.9671804735461368
954	1096	0.966858055103764
933	2464	0.966813038293573
270	1100	0.9666733208075416
452	2259	0.9665253369856984
398	1426	0.9665136437956854
620	2588	0.9663531717604156
184	407	0.9663246775770342
382	2828	0.965832954697994
665	1852	0.9657285933421458
620	2872	0.9654378189531552
150	2535	0.965302845368446
419	449	0.9649887900367397
2238	2330	0.9646140227138243
1046	2704	0.9646119233591866
407	2259	0.9644960731091136
2404	2725	0.964471617590354
1812	2625	0.9641547053916252
957	2284	0.9641024200861614
364	1126	0.9640782487834773
1126	2584	0.9639220203954014
2057	2904	0.9637882482638492
2312	2725	0.9637763522300246
407	2034	0.9637697072106532
537	2464	0.9636890383220112
150	2464	0.9635508062895703
75	150	0.9634396324348332
184	504	0.9634105290927752
486	2931	0.9631840973557196
278	398	0.9630746339924304
990	1232	0.9629397972773672
181	1548	0.9626814124930624
452	990	0.9626425356398732
2314	2571	0.9623775129954416
57	2038	0.9623043916728788
150	2742	0.9622014694515564
376	1093	0.9621809523743318
407	452	0.9621781604057008
2503	2823	0.9621522965603054
567	2034	0.9619065810600348
431	2652	0.9618662117619492
2645	2927	0.9615560448566344
984	2588	0.9614595943331176
1046	2034	0.9613637425244618
2019	2728	0.961285614822056
1380	1569	0.961234187981159
1011	2169	0.9610686461734504
266	2333	0.9608914863442456
431	1218	0.9608896070083854
330	411	0.9606457189566372
1486	2259	0.9606320649206748
538	1864	0.9605884999029468
1022	1046	0.9605688259450452
463	1190	0.9605206033737635
270	2074	0.9604075597134896
1487	1547	0.9603208208822078
1278	1280	0.9603049702162388
328	2130	0.9601694556980278
947	1737	0.9600561002297976
575	2054	0.9600119796082304
983	1100	0.9599073483678806
1312	2142	0.959836363488432
276	364	0.9597295224638166
1582	2908	0.9597052890994971
537	2535	0.959619996171888
1316	1835	0.9596008434264292
1012	1218	0.9595780191672552
431	2288	0.9595039270173816
266	2404	0.959483196076112
2212	2757	0.958998489921935
75	1498	0.9589858737910746
