Source	Target	Weight
1170	1171	0.9999999999997696
1318	1767	0.999999999999044
604	1361	0.999999743946526
130	140	0.9962845756195652
2307	2308	0.9956809714842556
1538	1540	0.9950478022161104
61	2826	0.9931468822420942
1096	2312	0.9927500560826424
300	527	0.9881395810377722
1493	2250	0.9880653103000988
940	961	0.9872493632670968
665	2312	0.9872416289050356
665	1096	0.9855638335686964
936	2742	0.9838915966725232
936	954	0.983617022095928
1153	1155	0.9828145343393614
954	2312	0.9825802709014928
1147	2738	0.9819604071675948
1426	2464	0.9817026235989272
735	1666	0.9815944177732314
1012	2048	0.9802144344118336
184	1766	0.9800869101862272
665	954	0.9799387332096764
996	1797	0.97987748566691
1556	2617	0.9794154113719568
1155	1159	0.9791771505017624
735	1396	0.9789127306619982
1153	1159	0.97885269991231
1329	2029	0.9780057233995983
1558	1904	0.9779324452936212
1647	1718	0.9775965383839904
936	1558	0.9773910899518712
2736	2737	0.9773712712546322
1832	1833	0.9768242461846603
1096	2690	0.97663237794887
2220	2734	0.9761635794119926
527	1353	0.9760526504099388
407	1752	0.9759029454999106
1396	2581	0.975882150564376
996	2276	0.9757155917473233
1527	2734	0.975466295200094
53	954	0.9754336230559678
53	665	0.9753963317701838
443	1663	0.9751456563305544
227	910	0.9749158177059918
227	927	0.974799888531347
825	2668	0.974690414695256
941	1645	0.9743939647899174
2262	2284	0.974184959526253
1034	1433	0.973948474507293
669	1175	0.9739049920098244
665	936	0.973772850589332
933	1353	0.9737353360429578
449	2617	0.9736843828972278
671	2832	0.9734060990169698
53	1096	0.9733434801213772
61	1431	0.9732859760188446
71	585	0.9732792221442502
1000	2150	0.9732754142304588
1476	2844	0.9731479870143178
1462	1904	0.973102505128446
421	2245	0.9730160839698464
426	1666	0.9727541338413658
1009	1462	0.9726038568318174
154	185	0.9725857980244176
936	2312	0.9723113812211102
1096	1966	0.97223049234268
879	1431	0.9722271749863224
1481	2794	0.9721732262261564
936	961	0.9721623260220822
1012	2033	0.972082198191959
426	2510	0.9720718453806824
1175	1966	0.9719917651354846
340	1921	0.97170364814873
954	1558	0.9716311897519394
407	1864	0.9714762273455608
43	46	0.971466602503981
1175	1663	0.9713692132935144
863	1021	0.9712602588403244
847	1123	0.9712455585165574
1773	2768	0.9712404347267426
616	2398	0.9712362300718544
419	2479	0.9710417417569543
969	1548	0.9706358864573136
1396	1666	0.9705803906606651
1797	2276	0.9705447605104712
607	1329	0.970530144869112
1831	2398	0.9705227233609796
1096	2527	0.97042731516509
1177	1683	0.970283244812186
1346	1714	0.970224107600708
935	2588	0.9702239435134492
1431	2826	0.9701535540028916
376	2095	0.9700380626728192
939	2312	0.9699638731494684
879	1486	0.9699630335976256
1112	1683	0.9699480880756696
426	2661	0.9699181254477836
765	1607	0.9698010764055964
954	1096	0.969720855583996
1082	1973	0.9696492697676592
527	1660	0.9695772095316983
905	1774	0.9694925985013968
1000	2442	0.9694636943502026
53	1666	0.9694312734758808
939	1096	0.9691806933206928
53	2742	0.969101333539842
1911	2123	0.9690219459889792
783	2114	0.9689818767283712
2312	2742	0.9689762467781454
74	449	0.9689588457136749
1617	1966	0.9687299493384398
300	665	0.9687296228523086
300	1558	0.9686697744125168
935	2826	0.968649961993402
1966	2312	0.9686467040339352
1380	1454	0.9686386128865032
348	595	0.9686075764698056
61	1175	0.9684878840188332
1188	2768	0.9684418215377758
796	1292	0.9683914713251278
1463	2270	0.9683203762191784
61	935	0.9682901388800372
1764	2928	0.9682012354734508
1053	1353	0.9680266911602649
53	2312	0.9679130380239904
1272	2064	0.9678745183508498
1741	2250	0.9677742338797004
735	2178	0.9677438179609662
