Source	Target	Weight
46	1641	0.8095973581137536
46	2687	0.8114408925831192
53	150	0.800465716488691
53	232	0.8060339182834928
53	375	0.8090354895490266
53	497	0.8272806339845913
53	527	0.8447694706087989
53	665	0.8773673343406828
53	847	0.8090834346490995
53	933	0.8557782954717748
53	936	0.8510111244344626
53	940	0.8252753214578824
53	954	0.8406858194854769
53	961	0.8253566249945806
53	1007	0.8134043006305824
53	1096	0.9533543806082179
53	1112	0.8507806171872446
53	1155	0.8032001110689115
53	1558	0.8337072460809244
53	1645	0.8213373709468884
53	1864	0.836237235870096
53	2312	0.8080324793788481
53	2690	0.851457222545495
53	2742	0.8436380933614009
55	65	0.8068900844909106
55	578	0.82406211756975
55	920	0.8098947061326286
55	1582	0.8456108963245724
55	2838	0.826541098304355
55	2908	0.8564575977493807
65	578	0.8538279960432456
65	807	0.8126600851723547
65	809	0.8675658447993728
65	841	0.8399349970933905
65	920	0.8398886164844657
65	1582	0.8657027202426513
65	2148	0.8263524164438615
65	2838	0.8598478674958181
65	2908	0.8844557365510263
70	316	0.8142688755847663
70	355	0.821962559116015
70	802	0.8048838817841897
70	866	0.8202329757606455
70	1405	0.8391479798391018
70	1552	0.8175114917017053
70	1723	0.8243703005022812
70	1744	0.8438162891013491
70	1803	0.8307600837763212
70	1807	0.8079379462614914
70	1808	0.821572210114489
70	1811	0.8270206746979538
70	1903	0.82678533516292
70	1954	0.8194874903391866
70	2136	0.8003368763739043
70	2780	0.8137355912336725
70	2799	0.8024889518807543
75	150	0.9463646343603339
75	375	0.8330991640105472
75	527	0.8151057682769561
75	665	0.8187073092483648
75	933	0.8044669732462805
75	940	0.8256124631213146
75	961	0.8289164004405609
75	1096	0.8039450134176216
75	1558	0.8163194097766785
75	1645	0.8083933712020435
75	2690	0.8232307424892513
75	2742	0.8344840184450422
79	1876	0.860687336999556
83	162	0.8485736499489853
83	482	0.8267963754002038
83	1325	0.8178917121737708
90	1015	0.8299415813635005
90	2145	0.8170467162813558
100	420	0.8318947381090882
100	905	0.8143203774916332
100	1069	0.8938207501186081
100	1493	0.867392295211617
100	1512	0.8168201407411938
100	2250	0.8607971543557074
100	2292	0.8388748180276954
100	2299	0.8529182101184603
100	2403	0.8140847264800357
100	2470	0.8232059596428983
100	2698	0.8074327807399826
121	1346	0.8453532247790565
121	2102	0.8098318433167537
130	140	0.9875685480494173
131	1578	0.8194682175092411
131	2312	0.8142674985558345
131	2690	0.8205756854843373
150	324	0.8066599929339223
150	375	0.8366001284619862
150	527	0.8257330632009728
150	665	0.845353672184885
150	933	0.8309982949983118
150	936	0.8233206120535896
150	940	0.8596265087512244
150	954	0.8173291457684617
150	961	0.8594375050054166
150	1007	0.8166302070041508
150	1096	0.8205200841461133
150	1112	0.8298173193964029
150	1351	0.8152490876496151
150	1558	0.8352590629861255
150	1645	0.8185473428598629
150	2312	0.8041034510336098
150	2690	0.830357092826384
150	2742	0.82687507690128
151	1712	0.8318229042366264
154	558	0.8208480618618818
154	743	0.8246141343997768
154	812	0.8010323319721873
154	1749	0.8001344152771036
154	1789	0.8221961971699465
154	2030	0.8427411548094783
154	2427	0.8330069328713186
154	2497	0.8371911531351575
159	2690	0.802444351319388
169	1015	0.8127598410337956
171	1667	0.8410001426229741
171	2523	0.8673113625517636
183	217	0.8018405940045991
183	224	0.8223956101862911
183	1169	0.8059198362524715
183	1492	0.8142812241352837
183	2036	0.8140516732417171
183	2874	0.8313801097356244
184	407	0.8518948496161489
184	452	0.8304310364521048
